2329170113,432935112381300736,21
2328039710,431095094389637120,48
2325971454,430544175856357376,14
2324678104,433011776788365312,32
2324678104,432347536347914240,13
2324678104,432931775829250048,1
2324465695,432518509235429376,2
2318345934,429953141321519104,30
2316158232,428371406892453889,46
2314594019,430390485438726144,45
2314149950,428666675618410496,19
2311159086,428057882962063360,32
2311159086,432630901277999105,3
2305914542,427196117004984320,44
2305914542,426913069206228993,11
2305865428,432174442379505664,18
2305558722,427292533484716032,48
2305558722,427292427536580608,48
2305558722,426968910886617089,39
2305558722,426127075721089024,21
2305558722,426963532287344640,18
2305558722,426528017876516864,8
2304222200,426494279297794048,6
2303938609,427585971408748544,18
2301763155,429115250454306816,17
2299782336,424942447391539200,10
2297629473,426874968819765248,43
2297629473,433182618352640000,34
2297629473,426846823647821824,29
2297629473,426797253370867713,18
2297494223,427192276738400256,39
2297494223,426869393080197120,23
2297494223,427138996675051520,1
2294551365,426827572069281792,27
2293493414,424164284328062976,22
2292737669,427535415860801536,35
2292737669,427600555083825152,34
2292737669,427578777410228224,11
2292295783,432844321541586944,49
2292295783,428851472357675008,43
2292295783,426481241018613762,23
2292295783,428543187574325248,18
2292295783,430114316961210368,12
2292295783,429686877487398912,12
2292295783,426481067236024320,9
2292295783,429894549537030144,3
2287558159,430484035832655874,5
2284867444,428493034733711360,49
2284867444,428493022557663232,42
2284611712,426155359506800640,11
2284520987,425363472562798592,40
2284520987,426103457171664897,21
2284520987,426103125855191040,9
2284520987,424315603214946305,3
2284146001,428915087886540800,49
2284146001,429083162803970048,46
2284146001,424184258387668992,44
2284146001,426219503530151936,41
2284146001,424183689841770497,38
2284146001,424587629762707456,36
2284146001,425382677588746242,35
2284146001,424183831550517248,33
2284146001,424183917093330944,32
2284146001,424184212808151040,30
2284146001,428632312436510720,26
2284146001,425382892655890432,25
2284146001,425669180650958848,24
2284146001,421874434023358464,11
2284146001,424587258881376256,5
2284146001,424184569705676800,0
2284055030,432270904174059520,45
2284055030,431089210867863552,27
2284055030,431089050288926720,25
2284055030,432290620460531712,16
2284055030,432290818771406848,7
2279339022,430222212587847680,49
2279339022,430221016624005120,19
2278948890,429981453368451072,25
2278481799,422645389284892672,26
2278376172,428643963893862400,50
2278376172,431811641307455489,23
2278376172,425453465985622016,10
2278376172,425760891754541056,5
2278376172,432334031276228608,1
2274215956,433224408585359360,26
2274215956,433013865719529472,13
2273580977,429763005635907586,32
2271546251,428688346295328768,10
2270968807,427197957574631424,2
2269563861,431468078258724864,42
2269153909,425333308436664320,32
2267921866,432789587396923392,34
2267921866,432973840738959360,16
2267921866,431927591826903040,7
2267921866,431949062930432000,6
2267230806,433201729887141889,41
2267230806,430954654017396736,10
2267230806,428269178965864448,10
2264120687,422436988445523968,50
2264120687,424203096395628545,41
2263534423,430441279751606272,25
2263534423,428751396112842752,0
2262547827,422403667149742080,2
2262222374,432357401698643968,22
2262222374,427135310187614208,15
2259712519,430356072910438400,21
2257191369,427229855810588673,38
2256963734,431199986106134528,26
2256963734,433065110102212608,24
2256963734,431457853270806528,6
2256963734,431077513565990912,3
2255642863,429372263063109632,46
2255642863,428596372259217409,44
2255642863,429372523894296576,33
2255642863,424663761279258624,30
2255642863,432276830209728513,26
2255642863,429374672330063872,18
2255642863,432219426226962432,17
2255642863,429380764514648065,16
2255642863,429373600731529216,9
2251194602,427912293712920576,38
2251194602,429749068840337408,2
2250831550,422161298156425218,15
2250831550,423663333074808833,2
2248988774,427542548325105664,10
2248525862,428164431756165120,8
2247404970,421430290998112256,5
2246989265,422764250420248576,50
2246989265,425523404591345664,47
2246989265,425646305797763072,46
2246989265,427930360601931776,37
2241817815,431934907859095553,36
2236916485,423293281460428800,34
2236916485,423395865881882624,24
2236645976,432632908671885312,31
2236645976,432391776322600960,26
2236249233,421552400487682048,46
2235422861,429823534987476993,36
2235422861,423136602664468480,21
2235422861,423136459940708354,8
2232330368,431651376335036416,50
2232330368,428735020975411201,19
2231872910,421873150406565888,49
2231872910,424789015171440640,46
2231872910,427537737844285441,28
2231872910,423413723647078400,16
2231872910,430367177602912256,15
2231872910,429750984181837824,13
2231872910,431020193943269376,11
2231872910,425835515384852480,8
2230625864,424630464100728832,3
2230592402,428459859592630272,19
2230592402,421238717807083520,19
2230271310,429383311925211136,46
2230271310,429237182789087233,44
2230271310,429273088015224832,40
2230162584,429583834049687552,13
2229701562,424523888538959872,2
2225790834,427438075871252483,49
2225790834,429731346920275968,25
2225790834,427162745491173376,22
2223755814,428590714046267392,49
2223111964,431872995959652352,22
2222001835,429040529327026176,50
2222001835,423586361086840832,47
2222001835,429041082861899776,45
2222001835,423539109190062081,45
2222001835,425393580870729728,44
2222001835,423538985692979200,43
2222001835,423192243089211392,43
2222001835,424920052690075648,41
2222001835,429040642220900352,40
2222001835,423539457736728577,40
2222001835,427519504370114561,38
2222001835,423538128649846784,38
2222001835,423539694425493504,35
2222001835,429770770202755072,33
2222001835,423191921201516544,31
2222001835,430848841722920960,29
2222001835,430848776807649280,27
2222001835,427212563135610880,27
2222001835,423538422418898945,27
2222001835,428487459379625985,26
2222001835,423539580566904832,25
2222001835,423539366766465024,24
2222001835,423192375952171008,24
2222001835,423221096440414208,23
2222001835,423539232359989248,22
2222001835,429771012121825280,19
2222001835,431199821438156801,17
2222001835,429040948400910337,17
2222001835,423538865077362689,16
2222001835,433006617677033472,13
2222001835,429770683649130496,10
2222001835,428487842294427648,5
2222001835,428849481287999488,4
2222001835,428487571250102272,0
2220746365,422160043019362304,46
2219393774,428535407043956736,24
2219141327,424639312140193792,37
2218904395,428377016312688641,26
2217967872,422468806355996674,10
2217033104,430539048265220096,5
2211771229,430075397548417024,44
2211771229,431385057945591809,41
2211771229,432552617437175808,19
2211145246,430014645475504128,45
2206338715,425348294211305472,44
2206338715,422474577563111424,34
2206338715,422147693864308736,34
2206338715,425347240111382528,32
2206338715,422185997095690240,27
2206338715,422147735383719937,23
2206338715,432675654430384128,22
2206338715,425432900704960512,21
2206338715,428581254129545216,20
2206338715,425430528645689344,16
2206338715,422931330134196224,13
2206338715,432637665071345664,11
2199934028,427891689714622465,8
2199291193,428302425267924992,0
2199189492,423888714327392256,39
2199189492,421677660969132032,34
2199189492,424223203016192000,5
2197934388,424643856114913281,35
2197934388,422396061622476800,35
2197934388,422396231877672961,11
2197742483,424131677695537152,17
2195672863,430058618265042945,50
2195672863,433009302052552705,45
2195672863,427859636050731008,42
2195672863,422128538960285696,38
2195672863,427859718284271616,34
2195672863,421759247081553920,32
2195672863,426833728258990081,10
2195672863,422465544961683456,10
2195672863,430436008967294976,4
2195672863,423934499752509440,4
2195672863,432582331598397441,0
2194435111,423325843771752448,48
2194435111,422266620526854144,46
2194435111,421446226500808704,44
2194435111,421795182263021568,40
2194435111,423138436006965248,36
2194435111,421371883183824896,32
2194435111,424800632768180224,31
2194435111,424035491541835776,26
2194435111,421335398028029952,6
2194211396,428946342845906944,40
2194211396,422059252107472896,29
2194211396,428946744043659264,21
2185425004,430589499996119040,15
2184453929,425570891175829504,33
2183266591,424722682949562368,47
2183266591,428662897112121345,44
2183266591,425163728862990336,32
2181593400,422076907836805120,2
2179569986,426268953803894784,16
2176147451,424379216386596864,35
2172276943,424199269617127424,47
2172276943,424199070207320066,46
2172276943,424199353914253312,37
2172276943,424199614917378049,35
2172276943,424198719827746816,23
2172276943,424199012468535298,16
2172276943,424199163664793600,15
2172276943,424198959108591616,9
2172276943,424198856805326848,1
2166652017,429135407901458432,48
2162683465,427781259100950528,4
2162592658,425472242370486272,13
2157580140,427701914969456640,28
2154797105,425179174874406912,44
2154797105,432490506787225600,30
2154797105,430315585529188352,25
2154797105,425178984805302272,8
2154797105,432786354876203008,7
2154530264,428848399509499904,3
2151786638,424306679317286912,10
2148942672,424198913399468032,49
2148942672,424197253285158912,37
2148942672,421788487470563328,19
2148942672,424196517298454528,18
2148942672,424200023677878273,8
2148655673,421610783223861248,15
2148655673,426774656922943488,5
1977143988,422751445775966208,35
1977085099,427588205118898176,49
1977085099,422566699204755459,49
1977085099,426909404441501696,46
1977085099,429751812296409088,42
1977085099,422517286893674496,41
1977085099,427211469600468992,31
1977085099,424377721842434048,28
1977085099,432278737434853376,27
1977085099,429439727712735232,25
1977085099,424323832820670465,22
1977085099,429348439868981248,19
1977085099,424681803949953025,12
1977085099,424514700571729920,9
1977085099,432002981307760640,8
1977085099,427284762672119809,8
1977085099,427168594762268673,7
1977085099,422155134018138112,4
1977085099,429400110892478465,3
1974315013,426685752525598720,18
1969881229,421446721390911488,38
1969881229,432150158231740416,34
1969881229,421107642619404288,8
1969881229,422379629597687808,0
1965914461,429867760277929984,48
1952852942,432655876294721536,47
1952852942,427508340550537216,3
1949497214,427429936614608896,25
1941697548,425399570408173568,38
1941697548,424326896059691008,31
1941697548,425058061703979008,12
1934791788,424979531876024320,47
1931768970,427514950635253760,48
1931768970,421535606402203648,47
1931768970,430481355093180416,39
1931768970,428248871530409984,35
1931768970,429224506994208768,33
1931768970,429004440952406016,25
1931768970,423903982692868097,22
1931768970,428617799968493569,16
1928279287,426804385348599808,49
1928279287,426800816385949696,47
1928279287,426800107351465984,39
1928279287,426801096762593280,38
1928279287,426800306127917056,33
1928279287,429865120307875840,29
1928279287,426799292641452032,23
1928279287,429863057788256256,20
1928279287,426804766677942272,14
1928279287,425044153404522496,5
1928279287,422308381458989056,0
1927251870,431303859970269185,30
1920651025,425800837093683200,44
1920651025,424312736475279360,42
1920651025,422169426096435200,30
1920651025,426526922957684736,14
1920651025,426470934955192321,10
1918131096,431577533663182848,39
1905157622,422214250090610688,35
1898929346,428286968305553408,50
1898778661,430242701317910529,49
1898778661,425148278380834816,49
1898778661,426972558538203136,26
1898778661,424455127919910912,23
1898778661,432770155328700416,9
1898778661,424455218047107073,3
1887897626,427364298265202688,49
1887897626,430093259579604992,37
1887897626,427364119009054720,35
1887897626,432209626650927104,31
1887897626,429402904081223680,29
1887897626,427364215050207232,29
1887897626,432634818187505664,19
1887897626,432327386819203073,0
1886686561,423717921970724864,23
1884219200,427430191951249408,44
1883731867,428987159971119105,33
1879409983,421243648685400064,50
1879409983,425609206360965120,5
1879409983,421243333936414721,0
1878228655,425898068710801408,49
1878228655,425897921024778240,44
1878228655,425897636689084416,33
1878228655,425898215750524928,17
1876943107,427002970493157376,46
1876465669,423581874968363009,33
1876465669,425022713594642432,15
1876465669,426083347568553985,10
1876465669,432573027252207617,5
1876465669,425734130786394113,2
1868150281,422035876924100609,43
1864850036,432291002549014528,50
1864850036,422047403160915969,45
1864850036,425696139212754945,28
1864850036,425726694151172096,26
1864850036,425696030274109440,20
1864850036,425695910618988544,14
1864850036,425726701768028160,7
1863080929,425319459449208832,46
1861224722,422473615830171648,40
1861224722,422397389853712384,33
1861224722,432461677515513856,0
1860548660,422544739708051456,36
1860548660,425858184423550976,17
1860143420,424689525622071296,2
1852431398,430546808213762048,13
1734966446,432101163773603841,48
1734966446,432101219226484736,10
1734966446,432101000346750976,4
1734966446,432100758360580097,3
1734666138,424633164007739392,23
1734666138,424993117461577730,17
1733527482,426731061612408833,28
1729403028,432325127653429249,4
1729278337,427580190365974529,25
1727458056,425889067788558337,41
1727048334,432300729894592512,38
1723719889,426502984680628224,42
1718940150,424013039029866497,19
1715684682,426850377926180865,35
1715684682,426484600635142144,19
1715684682,430010799764303872,10
1712587280,432530450310234113,14
1712587280,432599777164148736,4
1711873926,425572773365571584,36
1711873926,426841917817892864,32
1711873926,423230334868946944,32
1711873926,427208127889801216,31
1711873926,430007559236644864,30
1711873926,423435408111054848,30
1711873926,423877461685063680,26
1711873926,426842122118238208,19
1711873926,423171605066690560,15
1711873926,422073898914811905,12
1711873926,428284659273699329,11
1711873926,428972895583625218,8
1711873926,427102620067844097,2
1711873926,423124176401338368,2
1711873926,432267163752497152,0
1702872452,431150674756501504,48
1702872452,432276769555873792,46
1702872452,427256029890768896,45
1702872452,431421487128780800,44
1702872452,427580870808313856,42
1702872452,432545474332360704,38
1702872452,421791838211952640,37
1702872452,424739029125693440,36
1702872452,425057298147721216,32
1702872452,424689295694512128,32
1702872452,424362917358997504,32
1702872452,431865916922822656,31
1702872452,431865850682159104,31
1702872452,422179607224537088,30
1702872452,431185517380907008,27
1702872452,422688702067122176,26
1702872452,431421627382128640,24
1702872452,421792652859035650,23
1702872452,421705883459284992,23
1702872452,423492889285775360,21
1702872452,421793646376411136,21
1702872452,431117008374345728,20
1702872452,432545561351565312,17
1702872452,424249574229045248,15
1702872452,421624919106265088,15
1702872452,425077391762128896,12
1702872452,423242089745645568,12
1702872452,421230559529291776,12
1702872452,427580782979592192,11
1702872452,423272801261588480,11
1702872452,431116944990019585,10
1702872452,424689228900212736,10
1702872452,421793316204982273,10
1702872452,421595914588127232,10
1702872452,421794314461913088,9
1702872452,427256097398083584,8
1702872452,429449484138217472,7
1702872452,421668708017537024,5
1700899514,429516178416222208,38
1698566514,432545090616459264,27
1698566514,421336368854614016,20
1698566514,421335702690091009,20
1696774482,424578585148801024,39
1696774482,425015318579544064,33
1696774482,426894707831365632,5
1695068388,431905961230352385,41
1695068388,427281351880896512,36
1695068388,427280962209058816,21
1695068388,432613724193431552,19
1695068388,424656247632052224,3
1695068388,427203159799238656,1
1689403225,432568812240502785,48
1689403225,421443480150614017,46
1689403225,425609606979940352,44
1689403225,425815329592602624,7
1685241744,424984977974231040,11
1681987747,424792596339097600,14
1673841912,428888454689067008,44
1673841912,427801933189894144,21
1668479082,424594694212165632,32
1667464584,432333250178973696,49
1665589238,426124072016445440,8
1659478393,429046610019233792,29
1657743732,425884809123344384,42
1657743732,425884917269274624,24
1657743732,425142395479789568,2
1651103844,427557698708987904,42
1651103844,426426012445208576,32
1650795584,431014490440994816,3
1649464495,422468007844401152,2
1649001283,423079752254382080,50
1649001283,422168970700275712,21
1649001283,423082555911733248,15
1649001283,422623964998144000,15
1649001283,432647278604861440,4
1648292282,429236761525772288,31
1644787500,431136223290081280,23
1644787500,429069629390983168,21
1644367027,425520465508323328,48
1644367027,426467547870150660,47
1644367027,421051407186530304,28
1644367027,421051191171481600,23
1644367027,421184908028313600,18
1644367027,421186654922342400,5
1644367027,421187470068572160,1
1644367027,421051299799773185,1
1642132914,427304554154053632,22
1642132914,425861182688198657,9
1640030408,429631143307407360,49
1640030408,431533720408182785,48
1640030408,430116453338320896,25
1639089390,432756202066309120,27
1638222626,424752835784232960,31
1638222626,424752520741662720,18
1631397998,428852109602488322,29
1625940876,430603765201526784,48
